Survey,Year,Country,Records,Records above LIS ceiling,Weighted population share above ceiling,Welfare share above ceiling
EPH,2021,PRY,3982,3,0.009060299833487507,0.3190866900707511
EPH,2022,PRY,4298,2,0.019138586039624112,0.5630595227285361
PECS,2004,PSE,3098,2,0.026938549898466474,0.3510326060521685
PECS,2005,PSE,2152,1,0.02002559461906811,0.3058340242931835
PECS,2006,PSE,1281,0,0.0,0.0
PECS,2007,PSE,1230,1,0.0442233839303656,0.8997648174307725
PECS,2009,PSE,3816,3,0.022955181324807995,0.3182073776928977
PECS,2010,PSE,3741,2,0.00853961705331116,0.2391163538608463
PECS,2011,PSE,4289,2,0.00012438389063031618,0.0028339506940570944
PECS,2016,PSE,3732,0,0.0,0.0
IHS,1998,ROU,32014,11,0.027162218297602733,0.5437161465788645
HIS,1999,ROU,31516,16,0.04104622204962427,0.8453796954626982
IHS,2000,ROU,31052,14,0.027123773360964238,0.6238419634269327
HBS,2001,ROU,31794,17,0.033340165542732766,0.42733330704167005
HBS,2002,ROU,32026,13,0.026275418563383026,0.32772191421811814
HBS,2003,ROU,32007,14,0.027966915761104917,0.37523210417096114
HBS,2004,ROU,32778,4,0.013071281853238002,0.16877667625050682
HBS,2005,ROU,32676,7,0.009069551552920626,0.15381033229695673
HBS,2006,ROU,31958,4,0.007446387841834544,0.2773283518733827
EU-SILC,2007,ROU,6406,0,0.0,0.0
HBS,2007,ROU,31249,2,0.0024270158366017356,0.06066545414055168
EU-SILC,2008,ROU,6091,0,0.0,0.0
HBS,2008,ROU,31360,5,0.004633074515321721,0.05907722652427771
EU-SILC,2009,ROU,6302,1,0.01106036030884114,0.252674464529179
HBS,2009,ROU,31208,7,0.01030582427669757,0.1295406358400472
EU-SILC,2010,ROU,6323,1,0.008737374832337422,0.1630671330970106
HBS,2010,ROU,30949,2,0.004886819002483206,0.05524310586387563
EU-SILC,2011,ROU,5902,0,0.0,0.0
HBS,2011,ROU,30387,3,0.0018858974428888873,0.019286237271490852
EU-SILC,2012,ROU,5785,0,0.0,0.0
HBS,2012,ROU,29443,3,0.008010996201488423,0.09725962142059318
EU-SILC,2013,ROU,5842,1,0.0030433414101636784,0.3425419332764377
HBS,2013,ROU,29533,2,0.001913037940797673,0.034891195424752865
EU-SILC,2014,ROU,5809,2,0.016883823533797204,0.8099441219046357
EU-SILC,2015,ROU,5772,1,0.012015867287478815,0.533266822052645
EU-SILC,2016,ROU,5690,0,0.0,0.0
HBS,2016,ROU,29129,5,0.024225462492833725,0.324732171383724
EU-SILC,2017,ROU,5709,0,0.0,0.0
EU-SILC,2018,ROU,6452,0,0.0,0.0
HBS,2018,ROU,30422,2,0.041683513690025716,0.5338187203880241
EU-SILC,2019,ROU,5702,0,0.0,0.0
HBS,2019,ROU,30549,1,0.00387729304620824,0.059703368808869665
EU-SILC,2020,ROU,5893,0,0.0,0.0
HBS,2020,ROU,28627,4,0.005256663949729749,0.06513642831167979
EU-SILC,2021,ROU,4200,0,0.0,0.0
HBS,2021,ROU,30278,2,0.0027930572851773343,0.028940511933848105
EU-SILC,2022,ROU,3929,2,0.01210526990923005,0.2122120545063589
HBS,1997,RUS,188064,16,0.008612168583756902,0.17474791700103726
HBS,1998,RUS,184943,28,0.011657306318615168,0.23913819301816958
HBS,1999,RUS,187805,2,0.0015542452395136805,0.057427092035416925
HBS,2000,RUS,190523,4,0.002066910229279031,0.04468388283132578
HBS,2001,RUS,193272,4,0.007318171380008966,0.19463697007553935
HBS,2002,RUS,193141,8,0.003900969276158885,0.10247903900285352
HBS,2003,RUS,192264,1,0.00038034791677830253,0.007846974319838872
HBS,2004,RUS,192457,0,0.0,0.0
HBS,2005,RUS,186804,0,0.0,0.0
HBS,2006,RUS,192795,0,0.0,0.0
HBS,2007,RUS,192813,0,0.0,0.0
HBS,2008,RUS,186564,2,0.02841214769239219,0.556478781967586
HBS,2009,RUS,186581,2,0.002617795318447541,0.050394972918395904
HBS,2010,RUS,186766,2,0.005213716270365193,0.10331049041809337
HBS,2011,RUS,186707,4,0.004494517647768028,0.08662732122602888
HBS,2012,RUS,186693,3,0.009068872693777147,0.1744979741285534
HBS,2013,RUS,187818,6,0.01899886548037341,0.34959448658861086
HBS,2014,RUS,187792,7,0.017231855073191128,0.3201492559684153
HBS,2015,RUS,188953,5,0.003887128608701543,0.07169522323766767
VNDN,2015,RUS,37544,0,0.0,0.0
HBS,2016,RUS,190795,4,0.001782711623404369,0.03062276439876979
VNDN,2016,RUS,48757,0,0.0,0.0
HBS,2017,RUS,190880,10,0.04738102206285569,0.7832872207892138
VNDN,2017,RUS,111843,1,0.002339077147236366,0.060840541458223076
HBS,2018,RUS,190827,5,0.019349010356792148,0.37498381394837976
VNDN,2018,RUS,49867,0,0.0,0.0
HBS,2019,RUS,189390,5,0.050853122598574794,0.975295172663623
VNDN,2019,RUS,50446,0,0.0,0.0
HBS,2020,RUS,189215,12,0.00959459965683767,0.15645592730455588
VNDN,2020,RUS,49496,0,0.0,0.0
VNDN,2021,RUS,48806,1,0.00825900549628875,0.13768097569182675
VNDN,2022,RUS,114659,1,0.000807907248143013,0.013634389785081132
EICV-I,2000,RWA,6419,25,0.20852325007478661,5.361251299413783
EICV-II,2005,RWA,6900,19,0.19100566267408678,6.136862254139729
EICV-III,2010,RWA,14301,56,0.19070917087565356,4.825337948444845
EICV-IV,2013,RWA,14415,49,0.24504004369940074,5.373057651327079
EICV-V,2016,RWA,14573,24,0.08204617440093998,2.032205090022833
NBHS,2009,SDN,7906,0,0.0,0.0
NBHS,2014,SDN,11940,19,0.1413190848446856,2.490588874120682
ESAM-II,2001,SEN,6563,22,0.0999037380620496,2.3111505213841363
ESPS-I,2005,SEN,13555,0,0.0,0.0
ESPS-II,2011,SEN,5951,0,0.0,0.0
EHCVM,2018,SEN,7154,5,0.02376245506347666,0.5259308897104156
EHCVM,2021,SEN,7119,5,0.022687034212348647,0.32839812536715446
HIES,2005,SLB,3776,3,0.030363394931364706,1.0333339747874037
HIES,2012,SLB,4362,8,0.032860969990719864,0.7080598307756135
SLIHS,2003,SLE,3713,0,0.0,0.0
SLIHS,2011,SLE,6727,2,0.0018430747444818877,0.024691482816513222
SLIHS,2018,SLE,6807,24,0.0885417187550748,1.5134742292672236
EHPM,1991,SLV,9832,6,0.025682254906054067,1.3977686853005753
EHPM,1995,SLV,5277,3,0.012729351984660665,0.4834976439197818
EHPM,1996,SLV,6110,3,0.012612803572226257,0.6450580822584051
EHPM,1998,SLV,7388,1,0.007182162381509283,0.7697815163732823
EHPM,1999,SLV,9227,0,0.0,0.0
EHPM,2000,SLV,15259,3,0.018293278741832498,1.579950742364231
EHPM,2001,SLV,11208,1,0.0035207840488766197,0.267820237086074
EHPM,2002,SLV,15562,3,0.017800044314693658,1.3628433606988384
EHPM,2003,SLV,15442,0,0.0,0.0
EHPM,2004,SLV,14532,2,0.0024552815114177286,0.09914798886370574
EHPM,2005,SLV,14879,3,0.012936050888231644,0.5228916733639942
EHPM,2006,SLV,15521,2,0.012624320868920529,0.4708367284907124
EHPM,2007,SLV,15336,7,0.032502253274506114,1.2551931824623468
EHPM,2008,SLV,16557,2,0.026572568703989597,1.202354658295463
EHPM,2009,SLV,19269,4,0.01628745136567022,0.5486023867331874
EHPM,2010,SLV,20007,1,0.0012957924969727048,0.039239188427353744
EHPM,2011,SLV,20154,7,0.029134183287028395,0.7098808293359188
EHPM,2012,SLV,20564,7,0.04828405823746052,1.3502442125535148
EHPM,2013,SLV,19953,10,0.08586193687022975,3.369802880948039
EHPM,2014,SLV,19822,6,0.0176863944244228,0.553601374720379
EHPM,2015,SLV,22343,11,0.032539498690285176,0.8871796029391588
EHPM,2016,SLV,19849,8,0.05024524097457965,1.4354190108576972
EHPM,2017,SLV,19903,9,0.02324093907377942,0.7218868097853214
EHPM,2018,SLV,20096,7,0.01963978761919235,0.5129475698440523
EHPM,2019,SLV,20182,8,0.010892544008862054,0.26408384964258436
EHPM,2021,SLV,16975,1,0.0003639376982965975,0.007366365482465387
EHPM,2022,SLV,16297,1,0.0005537440215422246,0.015961480576352924
LSMS,2002,SRB,6384,5,0.08317062037681883,1.835939339749339
HBS,2003,SRB,3708,0,0.0,0.0
HBS,2004,SRB,4291,0,0.0,0.0
HBS,2005,SRB,4272,0,0.0,0.0
HBS,2006,SRB,4559,1,0.008339830186366255,0.09237418676161596
HBS,2007,SRB,4608,1,0.00784749860877549,0.08771749129291995
HBS,2008,SRB,4620,1,0.006633741206494754,0.06747782627760546
HBS,2009,SRB,4591,1,0.007001107522343797,0.0619632057998187
HBS,2010,SRB,4585,2,0.016084398396547513,0.16178444407627723
EU-SILC,2013,SRB,2868,0,0.0,0.0
HBS,2013,SRB,4515,0,0.0,0.0
EU-SILC,2014,SRB,2947,0,0.0,0.0
EU-SILC,2015,SRB,2918,1,0.011243840879542494,0.737327727354754
HBS,2015,SRB,6529,1,0.006890289070003026,0.059087119666632125
EU-SILC,2016,SRB,2750,3,0.04349707446456318,2.3486409145391987
EU-SILC,2017,SRB,2880,0,0.0,0.0
EU-SILC,2018,SRB,2655,0,0.0,0.0
HBS,2018,SRB,6294,1,0.008001136125234898,0.07900147041802708
EU-SILC,2019,SRB,2902,0,0.0,0.0
HBS,2019,SRB,6350,1,0.0011166429124334495,0.011682031632987741
EU-SILC,2020,SRB,3318,0,0.0,0.0
EU-SILC,2021,SRB,4528,2,0.06359038683198333,1.6403023949514157
EU-SILC,2022,SRB,4801,5,0.07477483240007693,1.180496005692602
NBHS,2009,SSD,4966,0,0.0,0.0
HFS-W3,2016,SSD,173022,21,0.00491342996187067,0.21507582739394027
IOF,2000,STP,2309,0,0.0,0.0
IOF,2010,STP,3080,0,0.0,0.0
IOF,2017,STP,2728,5,0.04522940815531398,1.1008656928981553
EHS,1999,SUR,264,0,0.0,0.0
SSLC,2022,SUR,2540,3,0.010517254769979547,0.2195830937114841
HBS,2004,SVK,4602,8,0.155587600374005,1.6939122429468674
EU-SILC,2005,SVK,5047,9,0.14112165394343867,1.4836783407721583
HBS,2005,SVK,4402,5,0.08362902004194928,1.7723752035389069
EU-SILC,2006,SVK,5060,17,0.28788641929629244,4.499150977955821
HBS,2006,SVK,4384,12,0.1810878714858662,1.9866214919576979
EU-SILC,2007,SVK,4906,13,0.14435104040470703,1.2521318308676004
HBS,2007,SVK,4676,11,0.17344900352905898,2.6397784262036597
EU-SILC,2008,SVK,5421,12,0.12538659820787842,1.1026535916008147
HBS,2008,SVK,4700,11,0.19091993597682294,2.033259393873565
EU-SILC,2009,SVK,5226,6,0.061857694487409055,0.48643316680772136
HBS,2009,SVK,4668,13,0.19040059942012513,1.732897442926233
EU-SILC,2010,SVK,5365,4,0.10425493069036482,1.4213653851092118
EU-SILC,2011,SVK,5187,6,0.07602762704644814,1.3039582734265804
EU-SILC,2012,SVK,5270,1,0.006177920619807115,0.06562659577022928
EU-SILC,2013,SVK,5387,0,0.0,0.0
EU-SILC,2014,SVK,5463,2,0.029390432789632884,0.38746092786806413
EU-SILC,2015,SVK,5615,4,0.04423642142124631,0.3961973928631684
EU-SILC,2016,SVK,5700,4,0.06633411463868422,0.907103766791537
EU-SILC,2017,SVK,5538,1,0.018778905326951083,0.11860486691954525
EU-SILC,2018,SVK,5621,0,0.0,0.0
EU-SILC,2019,SVK,5564,0,0.0,0.0
EU-SILC,2020,SVK,5508,1,0.0027024913470083743,0.016675622498414953
EU-SILC,2021,SVK,5504,0,0.0,0.0
EU-SILC,2022,SVK,5358,0,0.0,0.0
HBS,2002,SVN,1300,0,0.0,0.0
HBS,2003,SVN,1139,0,0.0,0.0
EU-SILC,2005,SVN,8260,2,0.013497722574341845,0.10728621268871714
EU-SILC,2006,SVN,9472,1,0.006279591863016853,0.040028457997360545
EU-SILC,2007,SVN,8618,1,0.006232877757198926,0.0484405817103698
EU-SILC,2008,SVN,8883,2,0.013758649072228964,0.09399436125604377
EU-SILC,2009,SVN,9122,4,0.015334954475915631,0.1076834280717802
EU-SILC,2010,SVN,9176,3,0.012074618300903076,0.09945576242829327
EU-SILC,2011,SVN,9034,8,0.04336842941693051,0.33013715730716015
EU-SILC,2012,SVN,8995,8,0.048255091650338144,0.3465097603272763
EU-SILC,2013,SVN,8846,4,0.033032940545756166,0.29884870844127587
EU-SILC,2014,SVN,5445,4,0.035208195643634525,0.3067656812755747
EU-SILC,2015,SVN,5275,3,0.02931860147646428,0.22132893110890325
EU-SILC,2016,SVN,5173,4,0.03509897913466564,0.44012528732211387
EU-SILC,2017,SVN,5339,2,0.017971111955341443,0.11641388499949563
EU-SILC,2018,SVN,5219,2,0.023491088655823198,0.17585084209701196
EU-SILC,2019,SVN,5260,4,0.04024890463259547,0.31576791816037036
EU-SILC,2020,SVN,5285,12,0.1213811311610274,1.0640245723425987
EU-SILC,2021,SVN,4660,10,0.09339847137788969,0.7585098739577882
EU-SILC,2022,SVN,5379,10,0.06047326492177238,0.5225954721787505
EU-SILC,2004,SWE,5700,1,0.012681312824682303,0.09627819124404247
EU-SILC,2005,SWE,6075,2,0.025585506063081753,0.44039237952768917
EU-SILC,2006,SWE,6738,4,0.04702676061158823,0.6373973638255552
EU-SILC,2007,SWE,7119,4,0.045555465472534445,0.541107907249381
EU-SILC,2008,SWE,7383,6,0.1042088960842305,1.136713413034739
EU-SILC,2009,SWE,7472,6,0.11491595574243321,1.4737482410140905
EU-SILC,2010,SWE,7105,5,0.06193641202911681,0.8748900910719205
EU-SILC,2011,SWE,6658,2,0.027576529430519293,0.6152422022806362
EU-SILC,2012,SWE,6588,2,0.026512229505059905,0.4142938451926199
EU-SILC,2013,SWE,6147,3,0.04239286374650495,0.524128856301664
EU-SILC,2014,SWE,5765,3,0.0661126677544944,0.8908548883570532
EU-SILC,2015,SWE,5824,2,0.036803555332473696,0.5120140001218956
EU-SILC,2016,SWE,5753,2,0.045720164114920116,1.3291065408841387
EU-SILC,2017,SWE,5896,7,0.11285207806330455,2.549761788095117
EU-SILC,2018,SWE,5798,5,0.1212901827280929,1.4475415894928816
EU-SILC,2019,SWE,5567,3,0.05590358169799799,1.9179349800303283
EU-SILC,2020,SWE,5748,6,0.08577954854269539,1.9543611924049777
EU-SILC,2021,SWE,8837,9,0.07949053531461579,1.412565160123835
EU-SILC,2022,SWE,8529,6,0.037047393505648465,1.018495005151483
HIES,2000,SWZ,3666,4,0.0422423427867851,1.2922395939709634
HIES,2009,SWZ,3167,0,0.0,0.0
HIES,2016,SWZ,3355,0,0.0,0.0
HES,1999,SYC,813,1,0.1516530178950561,4.3414367231424364
HBS,2006,SYC,1162,1,0.06901968651222498,3.068248938524989
HBS,2013,SYC,1759,7,0.22172423448165568,12.063038524619003
HBS,2018,SYC,1932,0,0.0,0.0
HIES,1996,SYR,28572,37,0.07830403892232761,1.607216326565346
HIES,2003,SYR,27012,19,0.019042563013572152,0.48542530816035756
HNAP,2022,SYR,23838,0,0.0,0.0
ECOSIT-II,2003,TCD,6694,8,0.016559813789358137,0.47995571328902287
ECOSIT-III,2011,TCD,9246,1,0.05279084476014315,1.7486798409897883
EHCVM,2018,TCD,7489,9,0.012756138824164516,0.20847807720045738
EHCVM,2022,TCD,7531,5,0.006165204441143058,0.11128454291423084
QUIBB,2006,TGO,7469,0,0.0,0.0
QUIBB,2011,TGO,5491,0,0.0,0.0
QUIBB,2015,TGO,2335,0,0.0,0.0
EHCVM,2018,TGO,6170,0,0.0,0.0
EHCVM,2021,TGO,6462,2,0.013875652164199328,0.27759300186255315
SES,1990,THA,3857,12,0.028284472062680092,0.9831500481333345
SES,1992,THA,4763,8,0.02247805635481788,0.8566571519490107
SES,1994,THA,5955,28,0.04386934303197247,1.3201611732731362
SES,1996,THA,6701,26,0.03932266054762445,1.1750137289931302
SES,1998,THA,17183,5,0.0016111756679686095,0.04288458992013396
SES,1999,THA,4143,5,0.023057400255996185,0.5333249612931626
SES,2000,THA,17788,8,0.009361627538354782,0.29605261204146643
SES,2002,THA,22770,17,0.011578064430501368,0.3283034066638379
SES,2004,THA,23676,16,0.01665034162115952,0.49021078186929995
SES,2006,THA,41313,5,0.002473643707714791,0.07159889129777007
SES,2007,THA,28539,9,0.01001445303971641,0.3734681489870872
SES,2008,THA,42529,6,0.00734676729618811,0.2641486810762991
SES,2009,THA,41512,7,0.011991512707639127,0.3766733827024058
SES,2010,THA,29848,9,0.007504524241085373,0.19605613508579492
SES,2011,THA,39925,15,0.03446936189865826,0.6594102047770645
SES,2012,THA,41560,6,0.016677850678943063,0.7124432519339694
SES,2013,THA,40606,5,0.007287808042901902,0.16611810727079698
SES,2014,THA,30447,10,0.021590978040503105,0.5372106516635308
SES,2015,THA,29380,14,0.04139421976052493,0.7938308746574725
SES,2016,THA,29891,18,0.026994007558203397,0.713483745950456
SES,2017,THA,29466,10,0.014764112831410443,0.3406856473379281
SES,2018,THA,30178,5,0.010837966472468923,0.22932865488403525
SES,2019,THA,29746,5,0.009846786478609466,0.19552419978413696
SES,2020,THA,31717,6,0.006029259399304045,0.10142763871366355
SES,2021,THA,31139,7,0.006757333581150767,0.1249743546649204
TLSS,1999,TJK,2000,1,0.021361435488464826,0.2807689436314191
TLSS,2003,TJK,4112,0,0.0,0.0
HBS,2004,TJK,2523,5,0.012103505637724363,0.2228193216087613
TLSS,2007,TJK,4859,12,0.1289060355713018,1.8059902965144183
TLSS,2009,TJK,1503,0,0.0,0.0
HSITAFIEN,2015,TJK,2999,0,0.0,0.0
LSMS,1998,TKM,2094,0,0.0,0.0
TLSS,2001,TLS,1800,0,0.0,0.0
TLSLS,2007,TLS,4476,5,0.04104588698265506,0.45317595297919155
TLSLS,2014,TLS,5912,10,0.07335634781817332,0.8303826430001199
HIES,2000,TON,1619,0,0.0,0.0
HIES,2009,TON,1982,1,0.011633534288255728,0.2923316941818441
HIES,2015,TON,1803,1,0.010076318503209848,0.1611804031647912
HIES,2021,TON,2129,0,0.0,0.0
NSHBCSL,2005,TUN,12314,2,0.005073093408905481,0.10463481236835778
NSHBCSL,2010,TUN,11280,0,0.0,0.0
NSHBCSL,2015,TUN,25126,5,0.01567037383553291,0.21638284773609143
NSHBCSL,2021,TUN,17380,22,0.10537289687402575,2.693773087531357
HICES,2002,TUR,9450,5,0.019817656549758526,0.5779145785086306
HICES,2003,TUR,24791,1,0.0031087560755019778,0.19162283339153355
HICES,2004,TUR,8467,0,0.0,0.0
HICES,2005,TUR,8502,1,0.003565530702465981,0.11550844153210683
HICES,2006,TUR,8479,0,0.0,0.0
HICES,2007,TUR,8457,0,0.0,0.0
HICES,2008,TUR,8500,0,0.0,0.0
HICES,2009,TUR,9959,0,0.0,0.0
HICES,2010,TUR,10005,0,0.0,0.0
HICES,2011,TUR,9854,1,0.008200118877304761,0.19404879524307692
HICES,2012,TUR,6495,0,0.0,0.0
HICES,2013,TUR,10006,1,0.003106692037752862,0.08377572441227185
HICES,2014,TUR,10079,1,0.002005348975407361,0.09879927460946399
HICES,2015,TUR,11426,5,0.028309463310600105,0.623583181827671
HICES,2016,TUR,12041,1,0.005589996766310001,0.16875118908587564
HICES,2017,TUR,12094,2,0.011647205834215676,0.2570610886081532
HICES,2018,TUR,11763,1,0.008278845952373695,0.1679071321418877
SILC-C,2018,TUR,23860,11,0.03512055691530425,1.1503376036071056
HICES,2019,TUR,11481,1,0.0077741491867110634,0.24817156638025956
SILC-C,2019,TUR,24861,9,0.04502013002487533,1.2498099905616014
SILC-C,2020,TUR,25580,4,0.014405279948592344,0.4471113971256519
SILC-C,2021,TUR,26113,6,0.018374709464060182,0.7527053690420652
SILC-C,2022,TUR,26229,17,0.06741439271143841,2.22659348306712
HIES,2010,TUV,541,1,0.0352900948594202,0.586356672347921
HBS,1991,TZA,4814,3,0.0073483982993030675,0.14039177786295784
HBS,2000,TZA,21553,17,0.012440868301910612,0.2797989537077609
HBS,2007,TZA,10457,22,0.035709668266745556,0.8884309187245291
HBS,2011,TZA,10185,39,0.07411367427531873,1.7737033524150476
HBS,2018,TZA,9459,15,0.07810652780515069,2.1808614421259582
NIHS,1992,UGA,8317,9,0.08674489842394348,1.794228754409703
NIHS,1996,UGA,5831,10,0.032720942515613034,0.6248364064271673
NIHS,1999,UGA,10014,16,0.03864434834505913,1.1008200145752196
UNHS,2002,UGA,9708,33,0.10826397651076176,4.061113043700306
UNHS,2005,UGA,7419,10,0.04539113101075637,1.055706882801027
UNHS,2009,UGA,6774,17,0.05689850111169963,1.1117429038462339
UNHS,2012,UGA,6886,11,0.026426469030072886,0.5335700423216145
UNHS,2016,UGA,15628,12,0.027936027917633097,0.7928379715263133
UNHS,2019,UGA,13730,16,0.1183321639402133,4.861423959140355
HS,1992,UKR,9338,1,0.007448512159696101,0.10096522207211907
HS,1993,UKR,9279,5,0.03058571647040832,0.35747025227536516
HIES,1996,UKR,2319,2,0.05367686527106817,0.8930093306331981
HLCS,2002,UKR,9418,3,0.022203828636319426,0.22056968260429494
HLCS,2003,UKR,9713,3,0.02833802463192003,0.30408975515917797
HLCS,2004,UKR,10059,4,0.03980939497388624,0.4222021489983157
HLCS,2005,UKR,10349,0,0.0,0.0
HLCS,2006,UKR,10495,3,0.02105822705601224,0.2987534090560067
HLCS,2007,UKR,10610,0,0.0,0.0
HLCS,2008,UKR,10619,3,0.019658206335576973,0.19022859590904911
HLCS,2009,UKR,10458,2,0.010666771279905032,0.07834849258721696
HLCS,2010,UKR,10425,4,0.014619855265242261,0.11484715776165565
HLCS,2011,UKR,10639,5,0.018435767387681747,0.1652067553098966
HLCS,2012,UKR,10494,1,0.003212578752925265,0.023041099449447208
HLCS,2013,UKR,10524,4,0.010683762879752331,0.07463433425421563
HLCS,2014,UKR,8809,6,0.02733606096141751,0.22460388143200874
HLCS,2015,UKR,9096,7,0.03054702466644024,0.29636154314006113
HLCS,2016,UKR,8164,7,0.06993742807856565,0.7392276808146284
HLCS,2017,UKR,7958,3,0.03118771952728007,0.24027289986880837
HLCS,2018,UKR,8051,10,0.044459478424091904,0.3524346249967727
HLCS,2019,UKR,8091,6,0.03812524414096761,0.3014182353484814
HLCS,2020,UKR,7835,7,0.06786106590227478,0.5079833522932449
ENH,1989,URY,5356,8,0.07539799044355,2.3319282033576356
ECH,1992,URY,14582,3,0.01075211010160744,0.3722713676361408
ECH,1995,URY,15190,1,0.0017356892421980768,0.051321598840204534
ECH,1996,URY,14754,0,0.0,0.0
ECH,1997,URY,14631,0,0.0,0.0
ECH,1998,URY,13482,0,0.0,0.0
ECH,2000,URY,14335,0,0.0,0.0
ECH,2001,URY,15898,1,0.0016033026389950336,0.06764253621809235
ECH,2002,URY,15550,0,0.0,0.0
ECH,2003,URY,15366,1,0.002455701058195458,0.09169403498062288
ECH,2004,URY,15988,1,0.0019904205716318483,0.10032914790992575
ECH,2005,URY,16227,1,0.0013003681342187974,0.04330561955268817
ECH,2006,URY,69959,6,0.004539360995132433,0.19637102662788292
ECH,2007,URY,43180,6,0.010444833094570456,0.5702693175604261
ECH,2008,URY,44389,8,0.008189790061723053,0.3451019671867316
ECH,2009,URY,40865,11,0.01608223515272167,0.7154506996569063
ECH,2010,URY,40341,6,0.005079599703779133,0.2333931074273924
ECH,2011,URY,39677,5,0.005406405759069766,0.16748171886756769
ECH,2012,URY,36230,8,0.00024449481716830383,0.00868303618589963
ECH,2013,URY,37356,1,0.001586366181493217,0.10894919611686642
ECH,2014,URY,38876,7,0.003134061685363639,0.09009537344654664
ECH,2015,URY,36446,13,0.004674507142473784,0.3322025446356331
ECH,2016,URY,35557,5,0.004112302081083669,0.12511836225861972
ECH,2017,URY,35181,8,0.006386314157398874,0.2422611805155905
ECH,2018,URY,32126,6,0.0025959636473802733,0.13998972649929523
ECH,2019,URY,31983,3,0.002786829444047432,0.07488564595743234
ECH,2020,URY,39609,5,0.0023518484253524726,0.08198700346075255
ECH-S2,2021,URY,9230,4,0.017622404401986248,0.5042465179197391
ECH,2022,URY,17645,2,0.007738938313344828,0.21507898674425102
HBS,1998,UZB,4690,1,0.0038229226718313703,0.12582328397505296
HBS,2000,UZB,9704,9,0.04521375165722985,0.9283344979255995
HBS,2002,UZB,9620,22,0.12378910856306073,1.413519344771177
HBS,2003,UZB,9618,14,0.08296144375447059,1.2082970783066314
HBS,2022,UZB,13491,0,0.0,0.0
EHM,1989,VEN,4218,3,0.004886584226279196,0.26033225248087255
EHM,1992,VEN,4567,0,0.0,0.0
EHM,1995,VEN,6752,0,0.0,0.0
EHM,1998,VEN,5910,2,0.013182259333083843,0.5822632171174245
EHM,1999,VEN,5292,2,0.005983591388563321,0.2311707223080727
EHM,2001,VEN,13000,5,0.004402018632560046,0.19684320810763595
EHM,2002,VEN,13732,3,0.0017471848922414937,0.07880894360831149
EHM,2003,VEN,11864,1,0.0036690775952235443,0.18099658251856807
EHM,2004,VEN,10757,2,0.0017517409181297889,0.074556362039065
EHM,2005,VEN,10559,7,0.014007560420519781,0.9844808083139616
EHM,2006,VEN,11447,0,0.0,0.0
VLSS,1992,VNM,4799,1,0.008389613658291035,0.10725758628534957
VLSS,1997,VNM,5998,3,0.033238512266510895,0.40961889600392853
VHLSS,2002,VNM,29510,4,0.01249635173131236,0.18139042357048335
VHLSS,2004,VNM,9186,0,0.0,0.0
VHLSS,2006,VNM,9187,2,0.009174254380660071,0.23221163237431408
VHLSS,2008,VNM,9188,1,0.016527200765935248,0.26532817543650317
VHLSS,2010,VNM,9399,5,0.039525502397094625,0.6990650612802948
VHLSS,2012,VNM,9395,2,0.011897781263789967,0.2648813636128568
VHLSS,2014,VNM,9393,5,0.02441929359825705,0.4020783326425762
VHLSS,2016,VNM,9397,5,0.028574201247099806,0.43869264183677514
VHLSS,2018,VNM,9395,0,0.0,0.0
VHLSS,2020,VNM,9394,3,0.017930943401625276,0.5100531952156846
VHLSS,2022,VNM,9397,6,0.06812673736819018,2.3292047027414378
HIES,2010,VUT,4367,4,0.0600375173562036,1.2005404263687538
NSDP,2019,VUT,4121,1,0.009527755044094872,0.13785491140794115
HIES,2002,WSM,1462,1,0.007131059677166287,0.12396671251343623
HIES,2008,WSM,2009,1,0.013897843387120228,0.25020412561321564
HIES,2013,WSM,2345,2,0.06879777025858176,1.1276485241239715
HBS,2003,XKX,2363,0,0.0,0.0
HBS,2005,XKX,2358,0,0.0,0.0
HBS,2006,XKX,2364,0,0.0,0.0
HBS,2009,XKX,2329,0,0.0,0.0
HBS,2010,XKX,2329,0,0.0,0.0
HBS,2011,XKX,2241,0,0.0,0.0
HBS,2012,XKX,2344,3,0.0865554237887718,1.1137671647561558
HBS,2013,XKX,2371,6,0.11032623671252477,0.9085603431984632
HBS,2014,XKX,2372,1,0.013706255353647652,0.11254062913192887
HBS,2015,XKX,2344,1,0.008528472935930209,0.0695687191623043
HBS,2016,XKX,2313,1,0.015608087683667084,0.26425576854145505
HBS,2017,XKX,2232,9,0.22237177459082266,2.2607157775432594
HBS,1998,YEM,13440,4,0.01048393211229553,0.16299975744425405
HBS,2005,YEM,13130,50,0.13991946289474017,2.20380929430979
HBS,2014,YEM,9368,12,0.05920254761278098,0.9986023468111229
IES,2005,ZAF,19224,3,0.014442499379940117,1.0106210523157948
LCS,2008,ZAF,23362,1,0.0006282811473070825,0.048891418119627474
IES,2010,ZAF,25323,0,0.0,0.0
LCS,2014,ZAF,23368,0,0.0,0.0
HBS,1991,ZMB,8510,0,0.0,0.0
LCMS-I,1996,ZMB,11722,7,0.009521072776187713,0.5552174054092665
LCMS-II,1998,ZMB,15093,4,0.013863355586055703,0.7546390257407648
LCMS-III,2002,ZMB,9715,31,0.09247134292761389,2.6540875469113168
LCMS-IV,2004,ZMB,18199,9,0.019789097748047234,1.719530788364831
LCMS-V,2006,ZMB,17304,3,0.0004048229433164935,0.03975698391003049
LCMS-VI,2010,ZMB,19322,4,0.0025185740327131586,0.12611658701214376
