welfare_dec,weight,x,code,year,survname,mod,survey_coverage,datatype,use_imputed,use_microdata,use_bin,use_groupdata,rep_year,comparability,ref_year
1.2276768684387207,1123.33056640625,1,MWI,1997,IHS-I,GPWG,N,c,0,1,0,0,1997,0,1997.83
3.9295923709869385,486.5491943359375,1,MWI,1997,IHS-I,GPWG,N,c,0,1,0,0,1997,0,1997.83
1.3806780576705933,774.4801635742188,1,MWI,1997,IHS-I,GPWG,N,c,0,1,0,0,1997,0,1997.83
1.005775809288025,1016.47412109375,1,MWI,1997,IHS-I,GPWG,N,c,0,1,0,0,1997,0,1997.83
1.0793843269348145,1507.80419921875,1,MWI,1997,IHS-I,GPWG,N,c,0,1,0,0,1997,0,1997.83
1.6988999843597412,843.0375366210938,1,MWI,1997,IHS-I,GPWG,N,c,0,1,0,0,1997,0,1997.83
2.9590389728546143,1005.2027587890625,1,MWI,1997,IHS-I,GPWG,N,c,0,1,0,0,1997,0,1997.83
3.842662811279297,786.7457885742188,1,MWI,1997,IHS-I,GPWG,N,c,0,1,0,0,1997,0,1997.83
3.8554248809814453,891.6226196289062,1,MWI,1997,IHS-I,GPWG,N,c,0,1,0,0,1997,0,1997.83
1.8256956338882446,169.412353515625,1,MWI,1997,IHS-I,GPWG,N,c,0,1,0,0,1997,0,1997.83
1.3146767616271973,936.1087646484375,1,MWI,1997,IHS-I,GPWG,N,c,0,1,0,0,1997,0,1997.83
2.888171911239624,303.4775085449219,1,MWI,1997,IHS-I,GPWG,N,c,0,1,0,0,1997,0,1997.83
1.8537750244140625,1686.0750732421875,1,MWI,1997,IHS-I,GPWG,N,c,0,1,0,0,1997,0,1997.83
4.8773112297058105,357.0254211425781,1,MWI,1997,IHS-I,GPWG,N,c,0,1,0,0,1997,0,1997.83
1.9790542125701904,1185.886474609375,1,MWI,1997,IHS-I,GPWG,N,c,0,1,0,0,1997,0,1997.83
1.2673004865646362,1123.33056640625,1,MWI,1997,IHS-I,GPWG,N,c,0,1,0,0,1997,0,1997.83
1.532778024673462,387.2400817871094,1,MWI,1997,IHS-I,GPWG,N,c,0,1,0,0,1997,0,1997.83
1.6621639728546143,357.0254211425781,1,MWI,1997,IHS-I,GPWG,N,c,0,1,0,0,1997,0,1997.83
3.5433712005615234,1304.2579345703125,1,MWI,1997,IHS-I,GPWG,N,c,0,1,0,0,1997,0,1997.83
1.342423915863037,1053.796875,1,MWI,1997,IHS-I,GPWG,N,c,0,1,0,0,1997,0,1997.83
61.2994384765625,1305.30810546875,1,MWI,1997,IHS-I,GPWG,N,c,0,1,0,0,1997,0,1997.83
1.0718107223510742,1553.6929931640625,1,MWI,1997,IHS-I,GPWG,N,c,0,1,0,0,1997,0,1997.83
5.683515548706055,1573.4915771484375,1,MWI,1997,IHS-I,GPWG,N,c,0,1,0,0,1997,0,1997.83
2.316352367401123,847.061767578125,1,MWI,1997,IHS-I,GPWG,N,c,0,1,0,0,1997,0,1997.83
4.143774509429932,778.125,1,MWI,1997,IHS-I,GPWG,N,c,0,1,0,0,1997,0,1997.83
2.037205219268799,695.3974609375,1,MWI,1997,IHS-I,GPWG,N,c,0,1,0,0,1997,0,1997.83
11.023681640625,595.0423583984375,1,MWI,1997,IHS-I,GPWG,N,c,0,1,0,0,1997,0,1997.83
1.393466830253601,348.3789367675781,1,MWI,1997,IHS-I,GPWG,N,c,0,1,0,0,1997,0,1997.83
1.1724293231964111,1053.796875,1,MWI,1997,IHS-I,GPWG,N,c,0,1,0,0,1997,0,1997.83
4.573887825012207,1770.177978515625,1,MWI,1997,IHS-I,GPWG,N,c,0,1,0,0,1997,0,1997.83
4.135676860809326,695.3974609375,1,MWI,1997,IHS-I,GPWG,N,c,0,1,0,0,1997,0,1997.83
1.5760966539382935,1313.799560546875,1,MWI,1997,IHS-I,GPWG,N,c,0,1,0,0,1997,0,1997.83
4.076319217681885,238.01695251464844,1,MWI,1997,IHS-I,GPWG,N,c,0,1,0,0,1997,0,1997.83
1.6673249006271362,4059.0,1,MWI,1997,IHS-I,GPWG,N,c,0,1,0,0,1997,0,1997.83
3.5362908840179443,2395.744384765625,1,MWI,1997,IHS-I,GPWG,N,c,0,1,0,0,1997,0,1997.83
5.262570858001709,753.902099609375,1,MWI,1997,IHS-I,GPWG,N,c,0,1,0,0,1997,0,1997.83
1.877825140953064,1161.72021484375,1,MWI,1997,IHS-I,GPWG,N,c,0,1,0,0,1997,0,1997.83
5.246071815490723,1566.36962890625,1,MWI,1997,IHS-I,GPWG,N,c,0,1,0,0,1997,0,1997.83
5.451627254486084,742.0,1,MWI,1997,IHS-I,GPWG,N,c,0,1,0,0,1997,0,1997.83
1.0306527614593506,1759.1048583984375,1,MWI,1997,IHS-I,GPWG,N,c,0,1,0,0,1997,0,1997.83
1.7086735963821411,843.0375366210938,1,MWI,1997,IHS-I,GPWG,N,c,0,1,0,0,1997,0,1997.83
