reporting_level,welfare,weight,quantile_point
national,17.66222320907183,366.1322509765625,472
national,17.690776318764435,366.1322509765625,473
national,17.719329428457037,366.1322509765625,474
national,17.747882538149646,366.1322509765625,475
national,17.776435647842252,366.1322509765625,476
national,17.804988757534854,366.1322509765625,477
national,17.833541867227463,366.1322509765625,478
national,17.862094976920066,366.1322509765625,479
national,17.89064808661267,366.1322509765625,480
national,17.912671188834178,366.1322509765625,481
national,17.928164283584582,366.1322509765625,482
national,17.94365737833499,366.1322509765625,483
national,17.959150473085394,366.1322509765625,484
national,17.9746435678358,366.1322509765625,485
national,17.990136662586202,366.1322509765625,486
national,18.00562975733661,366.1322509765625,487
national,18.021122852087014,366.1322509765625,488
national,18.03661594683742,366.1322509765625,489
national,18.052109041587826,366.1322509765625,490
national,18.06760213633823,366.1322509765625,491
national,18.083095231088635,366.1322509765625,492
national,18.09858832583904,366.1322509765625,493
national,18.114081420589446,366.1322509765625,494
national,18.12957451533985,366.1322509765625,495
national,18.145067610090255,366.1322509765625,496
national,18.160560704840663,366.1322509765625,497
national,18.176053799591067,366.1322509765625,498
national,18.19154689434147,366.1322509765625,499
national,18.20703998909188,366.1322509765625,500
national,18.219850128778095,366.1322509765625,501
national,18.229977313400124,366.1322509765625,502
national,18.24010449802215,366.1322509765625,503
national,18.250231682644177,366.1322509765625,504
national,18.260358867266206,366.1322509765625,505
national,18.270486051888234,366.1322509765625,506
national,18.28061323651026,366.1322509765625,507
national,18.290740421132288,366.1322509765625,508
national,18.300867605754316,366.1322509765625,509
national,18.31099479037634,366.1322509765625,510
national,18.32112197499837,366.1322509765625,511
national,18.3312491596204,366.1322509765625,512
national,18.341376344242427,366.1322509765625,513
national,18.351503528864455,366.1322509765625,514
national,18.36163071348648,366.1322509765625,515
national,18.37175789810851,366.1322509765625,516
national,18.381885082730538,366.1322509765625,517
national,18.392012267352566,366.1322509765625,518
national,18.40213945197459,366.1322509765625,519
national,18.41226663659662,366.1322509765625,520
national,18.422930966943078,366.1322509765625,521
