reporting_level,bin,avg_welfare,pop_share,welfare_share,quantile,pop,cum_pop_share,cum_welfare_share
national,40,0.0,5.000000000000001e-05,0.0,0.0,366.1322509765625,0.0019999999999999987,0.0
national,41,0.0897651970816278,5.000000000000001e-05,7.076046419401443e-08,0.08976519708162883,366.1322509765625,0.002049999999999999,7.076046419401443e-08
national,42,0.08976519708162883,5.000000000000001e-05,7.076046419401523e-08,0.08976519708162883,366.1322509765625,0.002099999999999999,1.4152092838802965e-07
national,43,0.08976519708162883,5.000000000000001e-05,7.076046419401523e-08,0.08976519708162883,366.1322509765625,0.002149999999999999,2.122813925820449e-07
national,44,0.08976519708162883,5.000000000000001e-05,7.076046419401523e-08,0.08976519708162883,366.1322509765625,0.0021999999999999993,2.8304185677606014e-07
national,45,0.08976519708162883,5.000000000000001e-05,7.076046419401523e-08,0.08976519708162883,366.1322509765625,0.0022499999999999994,3.538023209700754e-07
national,46,0.08976519708162883,5.000000000000001e-05,7.076046419401523e-08,0.08976519708162883,366.1322509765625,0.0022999999999999995,4.2456278516409064e-07
national,47,0.08976519708162883,5.000000000000001e-05,7.076046419401523e-08,0.08976519708162883,366.1322509765625,0.0023499999999999997,4.953232493581058e-07
national,48,0.08976519708162883,5.000000000000001e-05,7.076046419401523e-08,0.08976519708162883,366.1322509765625,0.0024,5.66083713552121e-07
national,49,0.08976519708162883,5.000000000000001e-05,7.076046419401523e-08,0.08976519708162883,366.1322509765625,0.00245,6.368441777461362e-07
national,50,0.08976519708162883,5.000000000000001e-05,7.076046419401523e-08,0.08976519708162883,366.1322509765625,0.0025,7.076046419401514e-07
national,51,0.08976519708162883,5.000000000000001e-05,7.076046419401523e-08,0.08976519708162883,366.1322509765625,0.00255,7.783651061341666e-07
national,52,0.08976519708162883,5.000000000000001e-05,7.076046419401523e-08,0.08976519708162883,366.1322509765625,0.0026000000000000003,8.491255703281818e-07
national,53,0.08976519708162883,5.000000000000001e-05,7.076046419401523e-08,0.08976519708162883,366.1322509765625,0.0026500000000000004,9.19886034522197e-07
national,54,0.08976519708162883,5.000000000000001e-05,7.076046419401523e-08,0.08976519708162883,366.1322509765625,0.0027000000000000006,9.906464987162123e-07
